filename,cluster
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/15727656.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/13593241.pdf,1
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/25873425.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/15337481.pdf,2
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/14445309.pdf,3
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/10344379.pdf,2
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/13115648.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/16332348.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/27182111.pdf,3
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/20400279.pdf,2
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/75435017.pdf,3
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/80503242.pdf,2
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/11963737.pdf,2
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/24763208.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/34327438.pdf,2
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/34970271.pdf,2
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/72652441.pdf,2
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/19063156.pdf,2
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/74191424.pdf,1
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/19926135.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/26456474.pdf,3
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/29415426.pdf,2
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/14176254.pdf,2
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/75950464.pdf,1
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/97405769.pdf,2
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/18725071.pdf,1
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/32965335.pdf,2
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/93512385.pdf,3
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/20324037.pdf,2
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/24754689.pdf,2
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/11773767.pdf,2
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/38860712.pdf,2
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/28635795.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/17911230.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/37333719.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/78538268.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/11188218.pdf,2
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/17254634.pdf,3
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/31040875.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/36694627.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/data/ADVOCATE/89508407.pdf,2
