filename,cluster
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/11635137.pdf,1
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/14667659.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/13727873.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/20966771.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/14536764.pdf,1
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/45900271.pdf,5
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/24559558.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/23143731.pdf,1
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/19558834.pdf,1
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/12567516.pdf,4
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/10070224.pdf,4
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/24677466.pdf,1
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/23015611.pdf,1
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/11850315.pdf,3
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/14278888.pdf,1
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/21321598.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/36107065.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/21478007.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/11624880.pdf,2
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/18133495.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/21663616.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/22754014.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/14910300.pdf,1
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/36671891.pdf,1
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/19929506.pdf,4
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/11160414.pdf,1
/home/droski/Desktop/School/Fall25/Capstone/data/PUBLIC-RELATIONS/75329822.pdf,3
